User_id,Username,Gender,Repo_id,commit_date,Project_size,Project_Tenure
7859838,PDDStudio,male,24525876,2/25/2016,Small,One Year
7311635,qmachard,male,24530383,9/17/2015,Small,One Year
640469,ekulos,male,24531974,12/3/2016,Small,One Year
9288225,JMoore335,male,24537695,8/27/2015,Small,One Year
7876037,ddemoray,male,24551095,11/7/2016,Small,One Year
2809669,bigfatnoob,male,24569123,9/1/2015,Small,One Year
9706279,sabinz,male,24592853,10/18/2015,Small,One Year
10268140,alexmcan,male,24646268,10/27/2015,Small,One Year
8670128,joescars,male,24690214,10/1/2015,Small,One Year
7637433,jason-wong-9,male,24752342,10/5/2015,Small,One Year
9697290,JelteMX,male,24758678,10/15/2015,Small,One Year
7781824,avaldivi,female,24773805,10/21/2015,Small,One Year
10459241,tcuth,male,24782376,11/12/2015,Small,One Year
6929848,bortni,male,24821156,8/26/2015,Small,One Year
7862353,norbertonigro,male,24824071,8/27/2015,Middle,One Year
8065665,ejlopez,male,24824071,8/27/2015,Middle,One Year
7527520,GavinMcMeeking,male,24854581,1/13/2016,Small,One Year
9083564,johnnymitch,male,24885213,7/6/2016,Small,One Year
7027136,PanteraLX,male,24894857,12/8/2016,Small,One Year
6929848,bortni,male,24906932,8/26/2015,Small,One Year
6929848,bortni,male,24907498,8/26/2015,Small,One Year
7275791,kmcdon10,female,24908586,8/26/2015,Small,One Year
1907580,nicolaferraro,female,24908794,8/26/2015,Small,One Year
7275791,kmcdon10,female,24912562,8/27/2015,Small,One Year
8506017,Jussmith01,male,24912775,8/27/2015,Small,One Year
7027188,jkarnowski,female,24913023,8/27/2015,Small,One Year
7578493,annarankin,female,24913072,8/28/2015,Small,One Year
7275791,kmcdon10,female,24913138,8/27/2015,Small,One Year
7140656,hews,male,24913895,8/27/2015,Small,One Year
9288901,austintaghavi,male,24913927,8/27/2015,Small,One Year
1805798,koloskof,male,24914131,8/28/2015,Small,One Year
7275791,kmcdon10,female,24914689,8/28/2015,Small,One Year
8152886,jaffny,male,24914730,8/28/2015,Small,One Year
7230927,abdallaharar,male,24915006,8/28/2015,Small,One Year
7487182,jhylee,male,24915102,8/28/2015,Small,One Year
7602732,rsanchezPP,male,24915178,8/28/2015,Small,One Year
1561078,Rick-Anderson,male,24915217,8/28/2015,Small,One Year
6931118,Jergron,male,24915337,8/28/2015,Small,One Year
6559851,SeanFromIT,male,24915366,5/21/2016,Small,One Year
9291898,sachinaero,male,24916023,9/1/2015,Small,One Year
8152748,nickells,male,24917273,8/29/2015,Small,One Year
7027188,jkarnowski,female,24917535,8/29/2015,Small,One Year
7027188,jkarnowski,female,24917828,8/29/2015,Small,One Year
7028045,dc03693,male,24918198,8/29/2015,Small,One Year
7643181,dineshhakim,male,24919354,8/30/2015,Small,One Year
9160516,edwardhatricksmith,male,24919717,8/30/2015,Small,One Year
7276730,konxet,male,24919851,8/30/2015,Small,One Year
7365549,lucavicidomini,male,24921077,9/1/2015,Small,One Year
9291893,tpilar,male,24921239,9/1/2015,Small,One Year
7550195,ronanreis,male,24921501,9/1/2015,Small,One Year
8995041,selkins13,female,24921798,9/1/2015,Middle,One Year
9170932,eldugan,female,24921798,9/1/2015,Middle,One Year
7385103,jschoeller,female,24922553,9/1/2015,Small,One Year
7314185,jeffthemaximum,male,24922610,9/1/2015,Small,One Year
7718882,jaylynstoesz,female,24922683,9/1/2015,Middle,One Year
8204498,BertoOrt,male,24922683,9/1/2015,Middle,One Year
7718882,jaylynstoesz,female,24922686,9/1/2015,Small,One Year
9365742,DavidB-CMU,male,24923286,9/16/2015,Small,One Year
6921014,harkce,male,24923958,9/1/2015,Small,One Year
7767966,DobyRahnev,male,24924157,9/1/2015,Small,One Year
7467821,akimpel3,male,24924245,9/1/2015,Small,One Year
7823309,bdintrans,male,24924420,1/6/2016,Small,One Year
9291795,sssbohdan,male,24924438,9/2/2015,Small,One Year
3365542,nikwotton,male,24926529,9/2/2015,Small,One Year
3365542,nikwotton,male,24926600,9/2/2015,Small,One Year
11889220,josephhz,male,24926899,4/6/2016,Small,One Year
8522518,sschadwick,male,24927060,9/2/2015,Small,One Year
9291795,sssbohdan,male,24928693,9/2/2015,Small,One Year
9237112,billylittlefield,male,24929060,9/2/2015,Small,One Year
9295725,dianedelallee,female,24930048,9/3/2015,Small,One Year
6919690,D063520,male,24930205,9/3/2015,Small,One Year
9295861,grahamwills,male,24930566,9/3/2015,Small,One Year
11938941,delvindefoe,male,24930868,3/7/2016,Small,One Year
6998435,tomosindberg,male,24931192,9/3/2015,Small,One Year
6720722,CarlaLlama,female,24931195,9/3/2015,Small,One Year
11938941,delvindefoe,male,24931216,3/6/2016,Small,One Year
7909149,mjjcha,female,24932820,9/3/2015,Middle,One Year
8712402,stephchuolee,female,24932820,9/3/2015,Middle,One Year
6764182,andygout,male,24933548,9/4/2015,Small,One Year
8685520,iamprabhat,male,24933699,9/4/2015,Small,One Year
8709177,lborke,male,24934518,9/4/2015,Small,One Year
6931118,Jergron,male,24934716,9/4/2015,Middle,One Year
7817598,sethdorris,male,24934716,9/4/2015,Middle,One Year
7164999,jcornella11,male,24934763,9/4/2015,Small,One Year
7014420,topleft,male,24935014,9/4/2015,Small,One Year
7270808,victorvilella,male,24935130,9/4/2015,Small,One Year
9303876,Felix-Yan,male,24935403,9/8/2015,Small,One Year
7077713,Dannyalmighty,male,24935680,9/4/2015,Small,One Year
9291795,sssbohdan,male,24936635,9/4/2015,Small,One Year
8142581,mstaebler,male,24936770,9/4/2015,Small,One Year
6912305,cawo4ok,male,24937523,9/5/2015,Middle,One Year
7108408,MaxymVlasov,male,24937523,9/5/2015,Middle,One Year
7127832,easchwar,male,24938182,9/5/2015,Small,One Year
7408448,gesaodin,male,24938298,9/5/2015,Small,One Year
6760862,jephillips,male,24938336,9/5/2015,Small,One Year
9299644,sjono,male,24939316,9/5/2015,Small,One Year
8592804,SamueleGiraudo,male,24939725,9/5/2015,Small,One Year
9300012,igorsmir-ilab,male,24940345,9/6/2015,Small,One Year
9300017,HaroonVicapri,male,24940352,9/6/2015,Small,One Year
9305672,voropa,male,24940463,9/9/2015,Small,One Year
7014420,topleft,male,24940874,9/6/2015,Small,One Year
8685520,iamprabhat,male,24941546,9/6/2015,Small,One Year
7017816,antoinemcgrath,male,24941950,9/6/2015,Small,One Year
7543350,icalrn,male,24942670,9/7/2015,Small,One Year
2034141,macchie,female,24942906,9/7/2015,Small,One Year
7492500,andreasfoitzik,male,24943739,9/7/2015,Small,One Year
7511582,andrewjohnsson,male,24945298,9/8/2015,Small,One Year
9303431,jca4hq,male,24947468,9/8/2015,Small,One Year
9303442,zenbroek,male,24947515,9/8/2015,Small,One Year
7150968,pietersv,male,24948023,9/8/2015,Small,One Year
9303876,Felix-Yan,male,24948531,9/8/2015,Small,One Year
7743048,Hassanmir92,male,24948532,9/8/2015,Small,One Year
6552414,nandininagaraj24,female,24949072,9/9/2015,Small,One Year
7561158,WendellAdriel,male,24949284,9/9/2015,Small,One Year
9304404,LiseBro,female,24949477,9/9/2015,Small,One Year
9304653,roshanrahate-tudip,male,24949911,9/9/2015,Small,One Year
6595499,TAMQuiroz,male,24950029,11/30/2015,Small,One Year
7027188,jkarnowski,female,24950287,9/9/2015,Middle,One Year
7283901,andrewpatterson3001,male,24950287,9/9/2015,Middle,One Year
6624253,sdoire,female,24950376,9/23/2015,Small,One Year
7102350,vandocouto,male,24950464,9/9/2015,Small,One Year
8021246,dco-lentz,male,24950538,9/9/2015,Small,One Year
6775031,ajmokotoff,male,24950635,9/9/2015,Small,One Year
10370866,wholien,male,24951175,11/3/2015,Small,One Year
7027896,AJAngel713,male,24951602,9/9/2015,Small,One Year
6801337,megancarey,female,24952549,9/9/2015,Small,One Year
8698638,jsiewers,male,24952629,9/10/2015,Small,One Year
6959714,jacek-rzrz,male,24952935,9/10/2015,Small,One Year
9306057,gvilauy,male,24952978,9/10/2015,Small,One Year
9306112,sonja-todorovic-devtech,female,24953075,9/10/2015,Small,One Year
9306214,marcobj,male,24953270,9/10/2015,Small,One Year
8075250,nColavita,male,24953966,9/10/2015,Small,One Year
7102350,vandocouto,male,24954529,9/10/2015,Small,One Year
7364598,MitchMo,male,24954577,9/10/2015,Small,One Year
8120859,cscalcucci,male,24955083,9/10/2015,Small,One Year
6636071,ganeshp-cuelogic,male,24955435,9/10/2015,Middle,One Year
7922369,aloka-cuelogic,male,24955435,9/10/2015,Middle,One Year
6624253,sdoire,female,24956880,9/11/2015,Small,One Year
7434023,davidknise,male,24957296,12/4/2015,Small,One Year
9292045,adotsenko3,male,24957386,9/11/2015,Small,One Year
7941759,bgashler1,male,24958032,9/18/2015,Small,One Year
7294639,jcbartlett25,male,24958514,9/11/2015,Middle,One Year
7294868,therealdsmart,male,24958514,9/11/2015,Middle,One Year
7922369,aloka-cuelogic,male,24958644,9/11/2015,Small,One Year
7909149,mjjcha,female,24958970,9/11/2015,Small,One Year
9308953,RemingtonReackhof,male,24959138,9/11/2015,Small,One Year
9309040,AustinTByrd,male,24959369,9/11/2015,Middle,One Year
9309156,samendola,male,24959369,9/12/2015,Middle,One Year
6959714,jacek-rzrz,male,24959394,9/12/2015,Small,One Year
9309219,dianelvu,female,24959715,9/12/2015,Small,One Year
9309305,justintocci,male,24959905,9/12/2015,Small,One Year
9309335,felipepmartinez,male,24959980,9/12/2015,Small,One Year
7137933,agadetsky,male,24960420,9/12/2015,Small,One Year
640469,ekulos,male,24994490,12/3/2016,Small,One Year
12012198,alan-camargo-uux,male,25003997,3/24/2016,Small,One Year
6707993,benholman,male,25004264,9/26/2015,Small,One Year
7604827,monicasarbu,female,25016536,9/22/2015,Small,One Year
11904008,dmarkovi,male,25065084,3/3/2016,Small,One Year
6929848,bortni,male,25079171,9/18/2015,Small,One Year
9665153,billhanyu,male,25094846,8/29/2016,Small,One Year
209780,vkmagalhaes,male,25097657,5/24/2016,Small,One Year
9573613,gresendesa,male,25144297,4/22/2016,Small,One Year
640469,ekulos,male,25145549,12/3/2016,Small,One Year
11960340,melicarls,female,25179294,7/27/2016,Small,One Year
6753253,eemshi,female,25246956,2/23/2016,Small,One Year
6641514,pedrojpz,male,25253025,10/23/2015,Small,One Year
10159651,gabrielanhaia,male,25272607,10/25/2015,Small,One Year
7881385,jpf2141,male,25288033,11/8/2015,Small,One Year
9491060,rgjel,male,25292183,4/20/2016,Small,One Year
10751260,mbalasu2,male,25301647,2/28/2016,Small,One Year
7259877,venediktov,male,25312793,10/2/2015,Small,One Year
6667968,samijnih,male,25441730,10/2/2015,Small,One Year
10339668,Jiedara,male,25480723,6/10/2016,Small,One Year
209780,vkmagalhaes,male,25482431,5/24/2016,Small,One Year
7262167,YatsukBogdan,male,25490577,9/14/2015,Small,One Year
7293688,mcalcote,male,25505669,9/24/2015,Small,One Year
7492143,rigaux,male,25519539,12/21/2015,Small,One Year
9508438,ludovicderochethales,male,25587498,12/9/2015,Small,One Year
7311866,Fernando-Guerra,male,25598106,9/15/2015,Small,One Year
11128060,tyl33t,male,25603159,2/1/2016,Small,One Year
6564971,agilma,male,25612058,9/14/2015,Small,One Year
10612701,asifalmani,male,25620619,11/24/2015,Small,One Year
7621772,btrowbridge,male,25651095,12/11/2015,Small,One Year
7404352,AlexBedley,male,25689630,12/9/2015,Small,One Year
12814940,awhoward,male,25769508,4/28/2016,Small,One Year
7876037,ddemoray,male,25809114,11/7/2016,Small,One Year
6932432,travishaby,male,25810051,9/21/2015,Small,One Year
13161806,germainaugsburger,male,25811547,8/15/2016,Middle,One Year
30361321,alokchauhan13,male,25811547,8/15/2016,Middle,One Year
7052311,Maketsuki,male,25811721,9/16/2015,Small,One Year
7755123,alexkwa,male,25813730,9/14/2015,Small,One Year
7272807,katwre,female,25813767,9/14/2015,Middle,One Year
8823569,mschilli87,male,25813767,9/14/2015,Middle,One Year
7275791,kmcdon10,female,25814292,9/14/2015,Middle,One Year
7306957,codingmeow,female,25814292,9/14/2015,Middle,One Year
7077606,BenEmdon,male,25815340,9/14/2015,Middle,One Year
7085290,JackyChiu,male,25815340,9/14/2015,Middle,One Year
7904819,marlomajor,female,25815589,9/14/2015,Small,One Year
7408448,gesaodin,male,25817826,9/14/2015,Small,One Year
7710268,andypyle,male,25817960,9/14/2015,Small,One Year
9525313,megansadams,female,25819028,9/24/2015,Middle,One Year
9525316,khdavidson,female,25819028,9/24/2015,Middle,One Year
6654573,zpfisd-bbc,male,25819082,9/14/2015,Small,One Year
7578493,annarankin,female,25820480,9/15/2015,Small,One Year
7578493,annarankin,female,25820588,9/18/2015,Small,One Year
7578493,annarankin,female,25820748,9/18/2015,Small,One Year
7578493,annarankin,female,25820806,9/18/2015,Small,One Year
7578493,annarankin,female,25820821,9/20/2015,Small,One Year
8393379,seanobriennn,male,25820858,10/20/2015,Small,One Year
7578493,annarankin,female,25822023,9/15/2015,Small,One Year
7578493,annarankin,female,25822079,9/15/2015,Small,One Year
7780354,nickcano,male,25822818,9/15/2015,Small,One Year
6696378,Amm752,male,25823232,9/15/2015,Small,One Year
9482207,linkod,male,25824605,9/15/2015,Small,One Year
9482207,linkod,male,25824617,9/15/2015,Small,One Year
9482499,AntonFriberg,male,25825757,9/15/2015,Small,One Year
7685146,kyliedale,female,25826402,9/15/2015,Small,One Year
7685146,kyliedale,female,25826407,9/15/2015,Small,One Year
7781824,avaldivi,female,25826579,8/25/2016,Small,One Year
6976619,dh4nav,male,25827419,9/16/2015,Small,One Year
9435180,venkatchitturi,male,25827436,9/16/2015,Small,One Year
7169981,dcharlaftis,male,25827598,9/16/2015,Small,One Year
11935251,NandanNagaraju,male,25827614,3/6/2016,Small,One Year
9068876,scotteggs,male,25827681,9/22/2015,Small,One Year
8522518,sschadwick,male,25828940,9/16/2015,Small,One Year
7107365,frutuozo29,female,25829058,9/16/2015,Small,One Year
9288350,jeannyvaidya,female,25829557,9/16/2015,Small,One Year
6852503,mcvaz,male,25830276,9/16/2015,Small,One Year
7151317,onlurking,male,25830483,9/16/2015,Small,One Year
8502842,m2mathew,male,25833718,9/17/2015,Small,One Year
9439171,WilHoge,male,25834157,9/17/2015,Small,One Year
7135186,abdelaitroua,male,25834248,9/19/2015,Small,One Year
7336261,gustavocovas,male,25835384,9/17/2015,Small,One Year
7674939,Justin-Holmes,male,25835683,9/17/2015,Small,One Year
9485732,ShantonRU,male,25835811,9/17/2015,Small,One Year
9485740,Urfen,male,25835832,9/17/2015,Small,One Year
7225033,byronmejia,male,25837224,9/17/2015,Small,One Year
7604827,monicasarbu,female,25837529,11/5/2015,Small,One Year
8147510,daraghwalshe,male,25838126,9/18/2015,Small,One Year
8075250,nColavita,male,25839032,9/18/2015,Small,One Year
9529928,sankarganesh9,male,25840553,9/26/2015,Small,One Year
7537198,jeder28,female,25840911,9/18/2015,Small,One Year
7719705,mgochoa,male,25841096,9/18/2015,Small,One Year
6826250,wemped,male,25843480,9/19/2015,Small,One Year
7838976,yurko006,male,25844768,9/19/2015,Small,One Year
6673437,lycarter,male,25845135,9/19/2015,Small,One Year
6932432,travishaby,male,25845382,9/19/2015,Small,One Year
6556672,AJPcodes,male,25845791,9/19/2015,Small,One Year
7406346,leoratzlaff,male,25845803,9/19/2015,Small,One Year
277752,shotarok,male,25846651,9/19/2015,Small,One Year
7869690,BOOOMIndustries,male,25847558,9/19/2015,Small,One Year
7288136,shaun3141,male,25848516,9/19/2015,Small,One Year
9491060,rgjel,male,25850715,4/20/2016,Small,One Year
6725520,MichaelSiggelkowRnS,male,25850736,9/20/2015,Small,One Year
7892858,agelender,female,25851951,9/22/2015,Middle,One Year
7893023,bescalante,female,25851951,9/22/2015,Middle,One Year
9490987,KuangcongLiu,female,25852574,9/20/2015,Small,One Year
9491060,rgjel,male,25852790,9/21/2015,Small,One Year
7180835,pdonias,male,25852854,9/21/2015,Small,One Year
7304957,jeffw16,male,25853747,9/21/2015,Small,One Year
6674113,David-Byrne,male,25854352,9/21/2015,Small,One Year
7306454,ext0,male,25854371,9/21/2015,Small,One Year
9491743,iannerubia,male,25854675,9/21/2015,Small,One Year
9491800,chelsell,male,25854900,9/21/2015,Small,One Year
2969499,daltonwallace,male,25854967,9/21/2015,Small,One Year
7077713,Dannyalmighty,male,25855940,9/21/2015,Small,One Year
7578493,annarankin,female,25855943,9/21/2015,Small,One Year
7904819,marlomajor,female,25856374,9/21/2015,Small,One Year
7881385,jpf2141,male,25856874,9/21/2015,Small,One Year
7438626,misterjeff,male,25857663,9/21/2015,Small,One Year
7009239,nicolasmerinian,male,25858936,9/21/2015,Small,One Year
7073936,schaad,male,25859676,9/22/2015,Small,One Year
8203827,OliverEivak,male,25860367,9/22/2015,Small,One Year
9482207,linkod,male,25862989,9/22/2015,Small,One Year
9482207,linkod,male,25862995,9/22/2015,Small,One Year
6602264,ivan-davidov-devtech,male,25863038,10/11/2015,Small,One Year
7507261,mfeilner,male,25863259,9/22/2015,Small,One Year
6598595,tarundhiraj,male,25863378,9/22/2015,Small,One Year
6920570,richardblondet,male,25878910,9/23/2015,Small,One Year
6920570,richardblondet,male,25879306,9/23/2015,Small,One Year
7715692,vineethawal,male,25890062,9/23/2015,Small,One Year
9499433,anangaur,male,25897306,9/23/2015,Small,One Year
6670418,bluemonk3y,male,25921160,9/23/2015,Small,One Year
7304957,jeffw16,male,25921342,9/23/2015,Small,One Year
9304653,roshanrahate-tudip,male,25932556,9/23/2015,Small,One Year
7059318,Antse,male,25934384,9/23/2015,Small,One Year
6595499,TAMQuiroz,male,25944698,12/2/2015,Small,One Year
7107092,Chancho1010,male,25945446,10/28/2015,Small,One Year
1025081,mlippautz,male,25947379,2/3/2016,Small,One Year
7260722,zaghetto,male,25949963,9/23/2015,Small,One Year
11444801,davised,male,25950701,4/21/2016,Small,One Year
7750781,hasekrx,male,25955685,9/23/2015,Small,One Year
7719705,mgochoa,male,25961185,9/23/2015,Small,One Year
8009268,varcharlez,male,25978462,9/23/2015,Small,One Year
8581182,anilkeshav27,male,25980153,3/29/2016,Small,One Year
7027619,bradleystachurski,male,25987743,9/23/2015,Small,One Year
7886367,lecolevati,male,26004653,9/24/2015,Small,One Year
7360212,ljknight,female,26006527,9/24/2015,Small,One Year
6598598,lamereb,male,26007812,9/25/2015,Middle,One Year
7600092,hahnl,female,26007812,10/4/2015,Middle,One Year
7550657,adityapb,male,26036333,9/24/2015,Small,One Year
7920100,GavinDonnelly,male,26036852,10/18/2015,Small,One Year
7347975,AndreJSON,male,26036927,9/24/2015,Small,One Year
7750781,hasekrx,male,26037082,9/24/2015,Small,One Year
9524770,zero1712,male,26037736,9/24/2015,Small,One Year
7336261,gustavocovas,male,26038217,9/24/2015,Small,One Year
9525056,tameravci,male,26038337,9/24/2015,Small,One Year
7783616,ToneAtx,male,26038385,9/24/2015,Small,One Year
9327989,amacduff,male,26038746,9/24/2015,Small,One Year
9491800,chelsell,male,26039035,9/24/2015,Small,One Year
9482499,AntonFriberg,male,26039346,9/24/2015,Small,One Year
7005458,davidlai-msft,male,26039459,9/24/2015,Small,One Year
7073936,schaad,male,26043980,9/25/2015,Small,One Year
7347975,AndreJSON,male,26044860,9/25/2015,Small,One Year
7738800,ChristianLapinig,male,26045859,9/25/2015,Small,One Year
7537068,owlas,male,26046297,11/27/2015,Small,One Year
9436551,vinod1054,male,26047015,9/26/2015,Small,One Year
7667383,lchc,male,26047199,9/27/2015,Small,One Year
1294921,bartoszhernas,male,26047724,9/26/2015,Small,One Year
9529359,NicodemoScarfo,male,26047827,9/26/2015,Small,One Year
6926209,riaverma96,female,26048174,9/26/2015,Small,One Year
9529743,mixedaperil,female,26048651,9/26/2015,Small,One Year
9529788,wesleycs,male,26048754,9/26/2015,Small,One Year
9260853,nancytao,female,26049023,9/26/2015,Small,One Year
9529928,sankarganesh9,male,26049101,9/26/2015,Small,One Year
7550657,adityapb,male,26049167,9/28/2015,Small,One Year
6825460,DavidPacioianu,male,26049175,9/26/2015,Small,One Year
6573141,Reynolds534,male,26049663,9/27/2015,Small,One Year
7965192,Jbarget,male,26050176,9/28/2015,Middle,One Year
8709135,jackcarlisle,male,26050176,9/28/2015,Middle,One Year
6729638,gunnarklee,male,26050452,9/27/2015,Small,One Year
7415228,lmullen3,male,26051824,9/27/2015,Small,One Year
7069216,JyotsnaGorle,female,26052312,9/28/2015,Small,One Year
7492500,andreasfoitzik,male,26052630,9/28/2015,Small,One Year
7021154,guycastle,male,26053963,9/28/2015,Small,One Year
7783588,tarasantoshchuk,male,26072217,9/28/2015,Small,One Year
8734509,engebret,male,26080422,5/2/2016,Small,One Year
8995041,selkins13,female,26084104,9/29/2015,Small,One Year
7329537,lessarderic,male,26084108,9/28/2015,Small,One Year
6794902,danieltruong,male,26086021,9/28/2015,Small,One Year
9288758,jperezlatimes,male,26087858,9/28/2015,Small,One Year
8147510,daraghwalshe,male,26103622,9/28/2015,Small,One Year
7454553,twhiteman,male,26108015,9/28/2015,Small,One Year
9281018,chuijbers,female,26115293,9/28/2015,Small,One Year
9534198,plissonf,male,26115294,9/28/2015,Small,One Year
8147510,daraghwalshe,male,26127207,9/29/2015,Small,One Year
8776980,adierkens,male,26129175,9/29/2015,Small,One Year
7409503,utkuyurter,male,26141654,3/3/2016,Small,One Year
9556626,mickepe,male,26144352,9/29/2015,Small,One Year
9556591,jonsketch,male,26151339,9/29/2015,Small,One Year
7879512,daniel4thsource,male,26158660,9/29/2015,Small,One Year
7406346,leoratzlaff,male,26167112,9/29/2015,Small,One Year
6695409,reynaldosa,male,26175718,10/6/2015,Small,One Year
7279644,ATMonk1999,male,26177640,9/29/2015,Small,One Year
7027136,PanteraLX,male,26180692,12/8/2016,Small,One Year
7307455,lawrencehoffman,male,26182094,2/24/2016,Small,One Year
7164999,jcornella11,male,26183243,9/29/2015,Small,One Year
9237112,billylittlefield,male,26205008,9/29/2015,Small,One Year
8285909,eclarson,male,26227396,3/15/2016,Small,One Year
7525073,leo-duran,male,26228462,9/30/2015,Small,One Year
640469,ekulos,male,26234297,12/3/2016,Small,One Year
11636542,gogomuck,male,26236059,2/26/2016,Small,One Year
60424,timdiggins,male,26236939,9/30/2015,Small,One Year
8768229,Bergil32,male,26242818,10/1/2015,Small,One Year
640469,ekulos,male,26245246,12/3/2016,Small,One Year
9578010,agianno,male,26247582,9/30/2015,Middle,One Year
9578012,craig-warren,male,26247582,9/30/2015,Middle,One Year
9578010,agianno,male,26249995,9/30/2015,Middle,One Year
9578012,craig-warren,male,26249995,9/30/2015,Middle,One Year
7260538,amit-mhetre,male,26250195,1/18/2016,Small,One Year
6867731,theplatypus,male,26256875,9/30/2015,Small,One Year
7719705,mgochoa,male,26263466,9/30/2015,Small,One Year
8757313,RusinovAnton,male,26267398,9/30/2015,Small,One Year
7460839,SuperDrew,male,26270237,10/5/2015,Small,One Year
6696378,Amm752,male,26271090,9/30/2015,Small,One Year
2946294,DavidJones02,male,26271436,11/10/2015,Small,One Year
7782258,mhendric,male,26288975,1/15/2016,Middle,One Year
8069821,adityapatwardhan,male,26288975,1/15/2016,Middle,One Year
7876037,ddemoray,male,26288987,11/7/2016,Small,One Year
7604121,domiko96,male,26292108,10/4/2015,Small,One Year
7041262,dansand,male,26298731,10/1/2015,Small,One Year
6623032,LouisRitchie,male,26299938,10/1/2015,Small,One Year
7041262,dansand,male,26300017,10/1/2015,Small,One Year
7618907,rzeng95,male,26310417,10/1/2015,Small,One Year
7151317,onlurking,male,26321004,2/3/2016,Small,One Year
9665153,billhanyu,male,26335754,6/22/2016,Small,One Year
1744196,guillaumj,male,26337529,10/1/2015,Small,One Year
7275791,kmcdon10,female,26339216,10/1/2015,Small,One Year
6994259,gowhri,female,26340012,10/1/2015,Small,One Year
8315636,itsanna,female,26341824,10/3/2015,Small,One Year
441154,andrewlouis93,male,26342650,11/11/2015,Small,One Year
8069821,adityapatwardhan,male,26342781,1/15/2016,Small,One Year
7073532,jjehl,male,26346540,5/11/2016,Small,One Year
6994259,gowhri,female,26349888,10/1/2015,Small,One Year
6994259,gowhri,female,26351773,10/1/2015,Small,One Year
5985447,colinjdavis,male,26351825,10/1/2015,Small,One Year
7993125,emilbolet,male,26353657,12/21/2015,Small,One Year
8147510,daraghwalshe,male,26358771,10/1/2015,Small,One Year
7524321,GarrettEdwards,male,26359278,10/1/2015,Small,One Year
640469,ekulos,male,26374922,12/3/2016,Small,One Year
6974867,Haseeb-Qureshi,male,26385719,10/1/2015,Small,One Year
9260853,nancytao,female,26395004,10/1/2015,Small,One Year
8063077,CelticCoffee,female,26395076,10/1/2015,Small,One Year
8009268,varcharlez,male,26402449,12/31/2015,Small,One Year
6642362,jahmann9,male,26429154,7/7/2016,Small,One Year
9622565,johan-kjolhede-magine,male,26435017,10/2/2015,Small,One Year
7297759,migueib17,male,26441563,10/13/2015,Small,One Year
7294639,jcbartlett25,male,26442517,1/11/2016,Small,One Year
6744433,rzese,male,26446803,10/2/2015,Small,One Year
8403137,josuhercearsuaga,female,26448606,10/2/2015,Small,One Year
8403137,josuhercearsuaga,female,26449942,10/2/2015,Small,One Year
8403137,josuhercearsuaga,female,26450559,10/2/2015,Small,One Year
6994259,gowhri,female,26460534,10/2/2015,Small,One Year
8888995,JasonWBrown,male,26469338,10/2/2015,Small,One Year
7226840,ethomp10,male,26471405,10/2/2015,Small,One Year
7537198,jeder28,female,26473281,10/2/2015,Small,One Year
7719705,mgochoa,male,26485621,10/2/2015,Small,One Year
640469,ekulos,male,26486911,12/3/2016,Small,One Year
6798828,tobiashofmann88,male,26493002,10/2/2015,Small,One Year
8204316,bsespede,male,26493295,10/2/2015,Small,One Year
9515275,stella3d,female,26504531,10/2/2015,Small,One Year
7064202,yyassa,male,26505468,10/2/2015,Small,One Year
6576442,yishuangl,female,26515380,10/27/2015,Small,One Year
7559211,brockinit,male,26521054,10/27/2015,Small,One Year
9341928,travis-randall,male,26537303,10/3/2015,Small,One Year
7061192,antonilo,male,26538936,10/3/2015,Small,One Year
6698461,emdoyle,male,26542898,10/3/2015,Small,One Year
9316736,Erbelding,male,26543551,10/6/2015,Small,One Year
30539134,jessjohnston,female,26566665,11/9/2016,Small,One Year
8448117,haris-gnts,male,26568695,10/3/2015,Small,One Year
7942087,nsmith5,male,26579989,10/3/2015,Small,One Year
7922160,fabriziogueli,male,26585088,10/3/2015,Small,One Year
9300012,igorsmir-ilab,male,26588951,10/3/2015,Small,One Year
9654883,cstair07,male,26615692,10/3/2015,Small,One Year
9654900,ninhja,female,26615697,10/3/2015,Small,One Year
7036811,18089396a47,male,26620290,10/3/2015,Small,One Year
8685006,madamvixen,female,26627221,10/3/2015,Small,One Year
7332174,KarinaShapran,female,26640539,10/8/2015,Small,One Year
9435560,RafBel,male,26648865,10/3/2015,Small,One Year
8315636,itsanna,female,26658610,10/3/2015,Small,One Year
9435180,venkatchitturi,male,26660846,10/5/2015,Small,One Year
9490987,KuangcongLiu,female,26665421,10/4/2015,Small,One Year
2335710,khalid-s,male,26665869,6/10/2016,Small,One Year
14048979,kek12e,female,26675903,11/4/2016,Small,One Year
7543759,buffet-time,male,26688061,10/4/2015,Small,One Year
7537056,clward,female,26720633,5/25/2016,Small,One Year
9490987,KuangcongLiu,female,26720971,10/4/2015,Small,One Year
6858724,beatrix-bodo,female,26796534,10/4/2015,Small,One Year
6963725,ISpoonJelly,male,26808123,10/4/2015,Small,One Year
7973884,MBeaulieu22,male,26854719,10/7/2015,Small,One Year
6696378,Amm752,male,26900390,10/5/2015,Small,One Year
7023217,thevietto,male,26931090,10/6/2015,Small,One Year
11223716,Mark-Rowland,male,26932667,4/14/2016,Small,One Year
6770786,aplanchamp,female,26936593,10/5/2015,Small,One Year
7023217,thevietto,male,26939364,10/7/2015,Small,One Year
9692489,pbrunelle-systran,male,26940551,10/5/2015,Small,One Year
